City,Metro Area,State,Year,Labor Force,Employment,Unemployment,Unemployment Rate
Abilene,TX Metropolitan Statistical Area,Texas,1990,68529,64434,4095,6.0
Abilene,TX Metropolitan Statistical Area,Texas,1991,69357,65687,3670,5.3
Abilene,TX Metropolitan Statistical Area,Texas,1992,71039,67098,3941,5.5
Abilene,TX Metropolitan Statistical Area,Texas,1993,72570,68666,3904,5.4
Abilene,TX Metropolitan Statistical Area,Texas,1994,73925,70249,3676,5.0
Abilene,TX Metropolitan Statistical Area,Texas,1995,76195,72475,3720,4.9
Abilene,TX Metropolitan Statistical Area,Texas,1996,77113,73499,3614,4.7
Abilene,TX Metropolitan Statistical Area,Texas,1997,76544,73539,3005,3.9
Abilene,TX Metropolitan Statistical Area,Texas,1998,76990,74147,2843,3.7
Abilene,TX Metropolitan Statistical Area,Texas,1999,75954,73060,2894,3.8
Abilene,TX Metropolitan Statistical Area,Texas,2000,75426,72256,3170,4.2
Abilene,TX Metropolitan Statistical Area,Texas,2001,75415,72046,3369,4.5
Abilene,TX Metropolitan Statistical Area,Texas,2002,77658,73725,3933,5.1
Abilene,TX Metropolitan Statistical Area,Texas,2003,79563,75313,4250,5.3
Abilene,TX Metropolitan Statistical Area,Texas,2004,79605,75846,3759,4.7
Abilene,TX Metropolitan Statistical Area,Texas,2005,80414,76982,3432,4.3
Abilene,TX Metropolitan Statistical Area,Texas,2006,81482,78176,3306,4.1
Abilene,TX Metropolitan Statistical Area,Texas,2007,80031,77141,2890,3.6
Abilene,TX Metropolitan Statistical Area,Texas,2008,82085,78946,3139,3.8
Abilene,TX Metropolitan Statistical Area,Texas,2009,82921,78116,4805,5.8
Abilene,TX Metropolitan Statistical Area,Texas,2010,76549,71187,5362,7.0
Abilene,TX Metropolitan Statistical Area,Texas,2011,76772,71421,5351,7.0
Abilene,TX Metropolitan Statistical Area,Texas,2012,76141,71742,4399,5.8
Abilene,TX Metropolitan Statistical Area,Texas,2013,76273,72106,4167,5.5
Abilene,TX Metropolitan Statistical Area,Texas,2014,75936,72604,3332,4.4
Abilene,TX Metropolitan Statistical Area,Texas,2015,74779,71876,2903,3.9
Abilene,TX Metropolitan Statistical Area,Texas,2016,74757,71810,2947,3.9
Abilene,TX Metropolitan Statistical Area,Texas,2017,75207,72421,2786,3.7
Abilene,TX Metropolitan Statistical Area,Texas,2018,76368,73833,2535,3.3
Abilene,TX Metropolitan Statistical Area,Texas,2019,78013,75684,2329,3.0
Abilene,TX Metropolitan Statistical Area,Texas,2020,77481,73155,4326,5.6
Abilene,TX Metropolitan Statistical Area,Texas,2021,79455,75841,3614,4.5
Abilene,TX Metropolitan Statistical Area,Texas,2022,81014,78201,2813,3.5
Abilene,TX Metropolitan Statistical Area,Texas,2023,82605,79749,2856,3.5
Akron,OH Metropolitan Statistical Area,Ohio,1990,334818,317183,17635,5.3
Akron,OH Metropolitan Statistical Area,Ohio,1991,337314,316953,20361,6.0
Akron,OH Metropolitan Statistical Area,Ohio,1992,344700,320274,24426,7.1
Akron,OH Metropolitan Statistical Area,Ohio,1993,345919,324460,21459,6.2
Akron,OH Metropolitan Statistical Area,Ohio,1994,353508,334818,18690,5.3
Akron,OH Metropolitan Statistical Area,Ohio,1995,357090,340344,16746,4.7
Akron,OH Metropolitan Statistical Area,Ohio,1996,362494,344605,17889,4.9
Akron,OH Metropolitan Statistical Area,Ohio,1997,363785,346915,16870,4.6
Akron,OH Metropolitan Statistical Area,Ohio,1998,360273,344292,15981,4.4
Akron,OH Metropolitan Statistical Area,Ohio,1999,363687,347049,16638,4.6
Akron,OH Metropolitan Statistical Area,Ohio,2000,364121,348027,16094,4.4
Akron,OH Metropolitan Statistical Area,Ohio,2001,365256,348404,16852,4.6
Akron,OH Metropolitan Statistical Area,Ohio,2002,365378,343247,22131,6.1
Akron,OH Metropolitan Statistical Area,Ohio,2003,370317,347127,23190,6.3
Akron,OH Metropolitan Statistical Area,Ohio,2004,372896,349568,23328,6.3
Akron,OH Metropolitan Statistical Area,Ohio,2005,379344,356940,22404,5.9
Akron,OH Metropolitan Statistical Area,Ohio,2006,386758,366420,20338,5.3
Akron,OH Metropolitan Statistical Area,Ohio,2007,392527,371329,21198,5.4
Akron,OH Metropolitan Statistical Area,Ohio,2008,394675,369971,24704,6.3
Akron,OH Metropolitan Statistical Area,Ohio,2009,384540,345954,38586,10.0
Akron,OH Metropolitan Statistical Area,Ohio,2010,372791,333442,39349,10.6
Akron,OH Metropolitan Statistical Area,Ohio,2011,365000,332045,32955,9.0
Akron,OH Metropolitan Statistical Area,Ohio,2012,360454,333744,26710,7.4
Akron,OH Metropolitan Statistical Area,Ohio,2013,358625,331282,27343,7.6
Akron,OH Metropolitan Statistical Area,Ohio,2014,360002,338804,21198,5.9
Akron,OH Metropolitan Statistical Area,Ohio,2015,359745,341757,17988,5.0
Akron,OH Metropolitan Statistical Area,Ohio,2016,360952,342478,18474,5.1
Akron,OH Metropolitan Statistical Area,Ohio,2017,362836,344525,18311,5.0
Akron,OH Metropolitan Statistical Area,Ohio,2018,360299,343629,16670,4.6
Akron,OH Metropolitan Statistical Area,Ohio,2019,363205,347612,15593,4.3
Akron,OH Metropolitan Statistical Area,Ohio,2020,352497,324044,28453,8.1
Akron,OH Metropolitan Statistical Area,Ohio,2021,348169,329723,18446,5.3
Akron,OH Metropolitan Statistical Area,Ohio,2022,350705,336658,14047,4.0
Akron,OH Metropolitan Statistical Area,Ohio,2023,353913,341056,12857,3.6
Albany,GA Metropolitan Statistical Area,Georgia,1990,65612,60953,4659,7.1
Albany,GA Metropolitan Statistical Area,Georgia,1991,66043,61877,4166,6.3
Albany,GA Metropolitan Statistical Area,Georgia,1992,67713,61459,6254,9.2
Albany,GA Metropolitan Statistical Area,Georgia,1993,68202,62495,5707,8.4
Albany,GA Metropolitan Statistical Area,Georgia,1994,70405,64404,6001,8.5
Albany,GA Metropolitan Statistical Area,Georgia,1995,69476,64818,4658,6.7
Albany,GA Metropolitan Statistical Area,Georgia,1996,71284,66655,4629,6.5
Albany,GA Metropolitan Statistical Area,Georgia,1997,73115,68036,5079,6.9
Albany,GA Metropolitan Statistical Area,Georgia,1998,73896,67837,6059,8.2
Albany,GA Metropolitan Statistical Area,Georgia,1999,72680,67336,5344,7.4
Albany,GA Metropolitan Statistical Area,Georgia,2000,70972,67626,3346,4.7
Albany,GA Metropolitan Statistical Area,Georgia,2001,70363,66763,3600,5.1
Albany,GA Metropolitan Statistical Area,Georgia,2002,71365,67192,4173,5.8
Albany,GA Metropolitan Statistical Area,Georgia,2003,73853,69863,3990,5.4
Albany,GA Metropolitan Statistical Area,Georgia,2004,73772,69596,4176,5.7
Albany,GA Metropolitan Statistical Area,Georgia,2005,74558,70041,4517,6.1
Albany,GA Metropolitan Statistical Area,Georgia,2006,75513,71198,4315,5.7
Albany,GA Metropolitan Statistical Area,Georgia,2007,75916,71702,4214,5.6
Albany,GA Metropolitan Statistical Area,Georgia,2008,76481,71256,5225,6.8
Albany,GA Metropolitan Statistical Area,Georgia,2009,76629,68875,7754,10.1
Albany,GA Metropolitan Statistical Area,Georgia,2010,70983,62525,8458,11.9
Albany,GA Metropolitan Statistical Area,Georgia,2011,70273,62381,7892,11.2
Albany,GA Metropolitan Statistical Area,Georgia,2012,69527,62421,7106,10.2
Albany,GA Metropolitan Statistical Area,Georgia,2013,67959,61590,6369,9.4
Albany,GA Metropolitan Statistical Area,Georgia,2014,66376,60816,5560,8.4
Albany,GA Metropolitan Statistical Area,Georgia,2015,64873,60245,4628,7.1
Albany,GA Metropolitan Statistical Area,Georgia,2016,66693,62482,4211,6.3
Albany,GA Metropolitan Statistical Area,Georgia,2017,68793,65008,3785,5.5
Albany,GA Metropolitan Statistical Area,Georgia,2018,67340,64004,3336,5.0
Albany,GA Metropolitan Statistical Area,Georgia,2019,66841,63950,2891,4.3
Albany,GA Metropolitan Statistical Area,Georgia,2020,66014,61290,4724,7.2
Albany,GA Metropolitan Statistical Area,Georgia,2021,65410,61962,3448,5.3
Albany,GA Metropolitan Statistical Area,Georgia,2022,64725,62170,2555,3.9
Albany,GA Metropolitan Statistical Area,Georgia,2023,64102,61660,2442,3.8
Albany,OR Metropolitan Statistical Area,Oregon,1990,44338,41054,3284,7.4
Albany,OR Metropolitan Statistical Area,Oregon,1991,44563,40832,3731,8.4
Albany,OR Metropolitan Statistical Area,Oregon,1992,45224,40882,4342,9.6
Albany,OR Metropolitan Statistical Area,Oregon,1993,46711,42437,4274,9.1
Albany,OR Metropolitan Statistical Area,Oregon,1994,47926,44627,3299,6.9
Albany,OR Metropolitan Statistical Area,Oregon,1995,49511,46559,2952,6.0
Albany,OR Metropolitan Statistical Area,Oregon,1996,51977,48553,3424,6.6
Albany,OR Metropolitan Statistical Area,Oregon,1997,52550,48878,3672,7.0
Albany,OR Metropolitan Statistical Area,Oregon,1998,53941,49186,4755,8.8
Albany,OR Metropolitan Statistical Area,Oregon,1999,53174,49014,4160,7.8
Albany,OR Metropolitan Statistical Area,Oregon,2000,51355,47927,3428,6.7
Albany,OR Metropolitan Statistical Area,Oregon,2001,51781,47829,3952,7.6
Albany,OR Metropolitan Statistical Area,Oregon,2002,52410,47720,4690,8.9
Albany,OR Metropolitan Statistical Area,Oregon,2003,52504,47281,5223,9.9
Albany,OR Metropolitan Statistical Area,Oregon,2004,51913,47144,4769,9.2
Albany,OR Metropolitan Statistical Area,Oregon,2005,52034,48126,3908,7.5
Albany,OR Metropolitan Statistical Area,Oregon,2006,52676,49200,3476,6.6
Albany,OR Metropolitan Statistical Area,Oregon,2007,53351,49979,3372,6.3
Albany,OR Metropolitan Statistical Area,Oregon,2008,54956,50878,4078,7.4
Albany,OR Metropolitan Statistical Area,Oregon,2009,55894,48392,7502,13.4
Albany,OR Metropolitan Statistical Area,Oregon,2010,57300,49890,7410,12.9
Albany,OR Metropolitan Statistical Area,Oregon,2011,56710,50195,6515,11.5
Albany,OR Metropolitan Statistical Area,Oregon,2012,55605,49637,5968,10.7
Albany,OR Metropolitan Statistical Area,Oregon,2013,53908,48763,5145,9.5
Albany,OR Metropolitan Statistical Area,Oregon,2014,54407,50071,4336,8.0
Albany,OR Metropolitan Statistical Area,Oregon,2015,55211,51589,3622,6.6
Albany,OR Metropolitan Statistical Area,Oregon,2016,56682,53505,3177,5.6
Albany,OR Metropolitan Statistical Area,Oregon,2017,57436,54752,2684,4.7
Albany,OR Metropolitan Statistical Area,Oregon,2018,58282,55615,2667,4.6
Albany,OR Metropolitan Statistical Area,Oregon,2019,58408,55905,2503,4.3
Albany,OR Metropolitan Statistical Area,Oregon,2020,59202,54618,4584,7.7
Albany,OR Metropolitan Statistical Area,Oregon,2021,60624,57255,3369,5.6
Albany,OR Metropolitan Statistical Area,Oregon,2022,61099,58440,2659,4.4
Albany,OR Metropolitan Statistical Area,Oregon,2023,60545,58081,2464,4.1
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1990,427416,412230,15186,3.6
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1991,428928,405452,23476,5.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1992,428287,403012,25275,5.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1993,430408,409349,21059,4.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1994,433242,412882,20360,4.7
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1995,429365,408886,20479,4.8
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1996,426860,408289,18571,4.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1997,434992,417628,17364,4.0
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1998,435680,420244,15436,3.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,1999,433865,419436,14429,3.3
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2000,432975,418147,14828,3.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2001,435398,420270,15128,3.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2002,444512,426022,18490,4.2
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2003,445150,425667,19483,4.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2004,448771,429327,19444,4.3
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2005,454028,435929,18099,4.0
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2006,455831,438139,17692,3.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2007,451703,433935,17768,3.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2008,456211,433924,22287,4.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2009,457360,425130,32230,7.0
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2010,459461,425339,34122,7.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2011,449974,417559,32415,7.2
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2012,454574,420853,33721,7.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2013,455134,425776,29358,6.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2014,444303,421637,22666,5.1
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2015,446575,426509,20066,4.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2016,448141,429326,18815,4.2
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2017,456300,436874,19426,4.3
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2018,458527,441337,17190,3.7
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2019,460104,444004,16100,3.5
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2020,456900,425426,31474,6.9
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2021,451322,431513,19809,4.4
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2022,453941,439993,13948,3.1
Albany-Schenectady-Troy,NY Metropolitan Statistical Area,New York,2023,459475,444550,14925,3.2
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1990,305232,288086,17146,5.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1991,308421,290227,18194,5.9
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1992,314759,298001,16758,5.3
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1993,329762,308397,21365,6.5
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1994,339576,323838,15738,4.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1995,350023,334765,15258,4.4
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1996,358051,340049,18002,5.0
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1997,363185,346992,16193,4.5
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1998,369039,351978,17061,4.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,1999,371655,357042,14613,3.9
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2000,368157,352800,15357,4.2
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2001,372041,355974,16067,4.3
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2002,374793,355823,18970,5.1
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2003,377281,356761,20520,5.4
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2004,382379,362675,19704,5.2
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2005,388994,369826,19168,4.9
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2006,396381,380640,15741,4.0
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2007,398474,384294,14180,3.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2008,402605,384977,17628,4.4
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2009,399006,369859,29147,7.3
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2010,421471,389056,32415,7.7
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2011,418681,388468,30213,7.2
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2012,417912,388808,29104,7.0
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2013,418151,389876,28275,6.8
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2014,418981,392070,26911,6.4
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2015,422292,396018,26274,6.2
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2016,429598,403214,26384,6.1
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2017,433432,409038,24394,5.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2018,432462,412277,20185,4.7
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2019,437744,417259,20485,4.7
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2020,428887,396132,32755,7.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2021,437904,408991,28913,6.6
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2022,442824,426251,16573,3.7
Albuquerque,NM Metropolitan Statistical Area,New Mexico,2023,451457,435449,16008,3.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,1990,62956,59160,3796,6.0
Alexandria,LA Metropolitan Statistical Area,Louisiana,1991,63065,58706,4359,6.9
Alexandria,LA Metropolitan Statistical Area,Louisiana,1992,63356,59117,4239,6.7
Alexandria,LA Metropolitan Statistical Area,Louisiana,1993,63038,59280,3758,6.0
Alexandria,LA Metropolitan Statistical Area,Louisiana,1994,63655,59324,4331,6.8
Alexandria,LA Metropolitan Statistical Area,Louisiana,1995,64772,60660,4112,6.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,1996,64331,60150,4181,6.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,1997,63726,59859,3867,6.1
Alexandria,LA Metropolitan Statistical Area,Louisiana,1998,64690,61237,3453,5.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,1999,66541,63554,2987,4.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2000,63370,59965,3405,5.4
Alexandria,LA Metropolitan Statistical Area,Louisiana,2001,63508,59732,3776,5.9
Alexandria,LA Metropolitan Statistical Area,Louisiana,2002,64030,60145,3885,6.1
Alexandria,LA Metropolitan Statistical Area,Louisiana,2003,64156,59974,4182,6.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2004,64343,60796,3547,5.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2005,68040,63881,4159,6.1
Alexandria,LA Metropolitan Statistical Area,Louisiana,2006,68796,66201,2595,3.8
Alexandria,LA Metropolitan Statistical Area,Louisiana,2007,68420,65608,2812,4.1
Alexandria,LA Metropolitan Statistical Area,Louisiana,2008,70508,67367,3141,4.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2009,69667,65110,4557,6.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2010,67367,62468,4899,7.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,2011,66798,61890,4908,7.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,2012,65750,61269,4481,6.8
Alexandria,LA Metropolitan Statistical Area,Louisiana,2013,65369,61029,4340,6.6
Alexandria,LA Metropolitan Statistical Area,Louisiana,2014,66155,61786,4369,6.6
Alexandria,LA Metropolitan Statistical Area,Louisiana,2015,66395,62064,4331,6.5
Alexandria,LA Metropolitan Statistical Area,Louisiana,2016,65680,61557,4123,6.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,2017,64365,60700,3665,5.7
Alexandria,LA Metropolitan Statistical Area,Louisiana,2018,63781,60409,3372,5.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,2019,63278,60131,3147,5.0
Alexandria,LA Metropolitan Statistical Area,Louisiana,2020,62491,58331,4160,6.7
Alexandria,LA Metropolitan Statistical Area,Louisiana,2021,63243,60588,2655,4.2
Alexandria,LA Metropolitan Statistical Area,Louisiana,2022,63432,61352,2080,3.3
Alexandria,LA Metropolitan Statistical Area,Louisiana,2023,62793,60582,2211,3.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1990,353132,334467,18665,5.3
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1991,355084,331856,23228,6.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1992,356746,330089,26657,7.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1993,354440,331217,23223,6.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1994,353131,331794,21337,6.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1995,353055,333245,19810,5.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1996,358956,338724,20232,5.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1997,366343,348254,18089,4.9
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1998,368973,352241,16732,4.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,1999,373970,358217,15753,4.2
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2000,386373,371934,14439,3.7
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2001,393389,376293,17096,4.3
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2002,397341,375675,21666,5.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2003,398311,375750,22561,5.7
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2004,401776,380681,21095,5.3
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2005,407550,387579,19971,4.9
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2006,414305,394936,19369,4.7
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2007,417432,398560,18872,4.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2008,422763,399145,23618,5.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2009,422988,386601,36387,8.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2010,418345,380585,37760,9.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2011,421927,386001,35926,8.5
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2012,428355,392604,35751,8.3
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2013,427613,395272,32341,7.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2014,426573,400163,26410,6.2
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2015,430733,407312,23421,5.4
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2016,436582,414016,22566,5.2
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2017,440953,419067,21886,5.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2018,444261,423928,20333,4.6
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2019,450841,431177,19664,4.4
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2020,447017,406890,40127,9.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2021,448884,422124,26760,6.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2022,452545,434385,18160,4.0
Allentown-Bethlehem-Easton,PA-NJ Metropolitan Statistical Area,Pennsylvania,2023,458526,441808,16718,3.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1990,60704,56197,4507,7.4
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1991,61147,55501,5646,9.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1992,62040,56532,5508,8.9
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1993,62975,58482,4493,7.1
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1994,62841,58605,4236,6.7
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1995,62167,58201,3966,6.4
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1996,62992,59263,3729,5.9
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1997,63951,60398,3553,5.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1998,63701,60456,3245,5.1
Altoona,PA Metropolitan Statistical Area,Pennsylvania,1999,64510,61518,2992,4.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2000,62581,59626,2955,4.7
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2001,63816,60222,3594,5.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2002,64486,60694,3792,5.9
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2003,64031,60547,3484,5.4
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2004,64994,61527,3467,5.3
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2005,64841,61470,3371,5.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2006,64581,61613,2968,4.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2007,65125,62299,2826,4.3
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2008,65455,62047,3408,5.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2009,65102,60496,4606,7.1
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2010,61584,56807,4777,7.8
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2011,61398,57020,4378,7.1
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2012,61716,57230,4486,7.3
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2013,61320,57184,4136,6.7
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2014,60880,57348,3532,5.8
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2015,61011,57810,3201,5.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2016,60859,57677,3182,5.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2017,60697,57720,2977,4.9
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2018,60160,57555,2605,4.3
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2019,60431,57738,2693,4.5
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2020,60263,55160,5103,8.5
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2021,59370,56054,3316,5.6
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2022,58879,56422,2457,4.2
Altoona,PA Metropolitan Statistical Area,Pennsylvania,2023,59022,57058,1964,3.3
Amarillo,TX Metropolitan Statistical Area,Texas,1990,102769,97742,5027,4.9
Amarillo,TX Metropolitan Statistical Area,Texas,1991,103461,98548,4913,4.7
Amarillo,TX Metropolitan Statistical Area,Texas,1992,106791,101500,5291,5.0
Amarillo,TX Metropolitan Statistical Area,Texas,1993,108911,104115,4796,4.4
Amarillo,TX Metropolitan Statistical Area,Texas,1994,113808,109727,4081,3.6
Amarillo,TX Metropolitan Statistical Area,Texas,1995,117260,112757,4503,3.8
Amarillo,TX Metropolitan Statistical Area,Texas,1996,117279,112605,4674,4.0
Amarillo,TX Metropolitan Statistical Area,Texas,1997,116400,111800,4600,4.0
Amarillo,TX Metropolitan Statistical Area,Texas,1998,118044,113704,4340,3.7
Amarillo,TX Metropolitan Statistical Area,Texas,1999,119175,114845,4330,3.6
