City,Metro Area,State,Year,Labor Force,Employment,Unemployment,Unemployment Rate
Rockford,IL Metropolitan Statistical Area,Illinois,2006,170555,161512,9043,5.3
Rockford,IL Metropolitan Statistical Area,Illinois,2007,175318,164547,10771,6.1
Rockford,IL Metropolitan Statistical Area,Illinois,2008,174315,159076,15239,8.7
Rockford,IL Metropolitan Statistical Area,Illinois,2009,170730,144731,25999,15.2
Rockford,IL Metropolitan Statistical Area,Illinois,2010,176930,151962,24968,14.1
Rockford,IL Metropolitan Statistical Area,Illinois,2011,174346,153608,20738,11.9
Rockford,IL Metropolitan Statistical Area,Illinois,2012,172015,153793,18222,10.6
Rockford,IL Metropolitan Statistical Area,Illinois,2013,169232,151611,17621,10.4
Rockford,IL Metropolitan Statistical Area,Illinois,2014,168114,154179,13935,8.3
Rockford,IL Metropolitan Statistical Area,Illinois,2015,168543,156827,11716,7.0
Rockford,IL Metropolitan Statistical Area,Illinois,2016,168347,157202,11145,6.6
Rockford,IL Metropolitan Statistical Area,Illinois,2017,165432,154701,10731,6.5
Rockford,IL Metropolitan Statistical Area,Illinois,2018,168706,159134,9572,5.7
Rockford,IL Metropolitan Statistical Area,Illinois,2019,166477,157436,9041,5.4
Rockford,IL Metropolitan Statistical Area,Illinois,2020,160898,142467,18431,11.5
Rockford,IL Metropolitan Statistical Area,Illinois,2021,158127,144509,13618,8.6
Rockford,IL Metropolitan Statistical Area,Illinois,2022,156825,147124,9701,6.2
Rockford,IL Metropolitan Statistical Area,Illinois,2023,156948,147047,9901,6.3
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1990,69723,66579,3144,4.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1991,71865,66796,5069,7.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1992,72131,66317,5814,8.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1993,71254,66516,4738,6.6
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1994,70020,65850,4170,6.0
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1995,71820,67226,4594,6.4
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1996,74737,68398,6339,8.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1997,71906,66089,5817,8.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1998,70156,65230,4926,7.0
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,1999,69776,65236,4540,6.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2000,68612,65137,3475,5.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2001,69478,64538,4940,7.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2002,69315,62810,6505,9.4
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2003,70003,64041,5962,8.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2004,69337,64067,5270,7.6
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2005,68988,63931,5057,7.3
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2006,69438,64665,4773,6.9
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2007,70939,66300,4639,6.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2008,71682,65679,6003,8.4
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2009,72550,62474,10076,13.9
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2010,73195,63290,9905,13.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2011,72220,62457,9763,13.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2012,71131,62039,9092,12.8
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2013,69342,61753,7589,10.9
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2014,67429,61680,5749,8.5
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2015,66595,61287,5308,8.0
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2016,66145,61320,4825,7.3
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2017,64680,60420,4260,6.6
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2018,63926,60260,3666,5.7
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2019,63595,60322,3273,5.1
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2020,61182,55732,5450,8.9
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2021,62343,57959,4384,7.0
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2022,62408,58928,3480,5.6
Rocky Mount,NC Metropolitan Statistical Area,North Carolina,2023,62101,59037,3064,4.9
Rome,GA Metropolitan Statistical Area,Georgia,1990,42212,39014,3198,7.6
Rome,GA Metropolitan Statistical Area,Georgia,1991,42594,40060,2534,5.9
Rome,GA Metropolitan Statistical Area,Georgia,1992,43762,40794,2968,6.8
Rome,GA Metropolitan Statistical Area,Georgia,1993,44693,41863,2830,6.3
Rome,GA Metropolitan Statistical Area,Georgia,1994,45772,43554,2218,4.8
Rome,GA Metropolitan Statistical Area,Georgia,1995,45161,42767,2394,5.3
Rome,GA Metropolitan Statistical Area,Georgia,1996,45629,43275,2354,5.2
Rome,GA Metropolitan Statistical Area,Georgia,1997,46404,44258,2146,4.6
Rome,GA Metropolitan Statistical Area,Georgia,1998,45392,43390,2002,4.4
Rome,GA Metropolitan Statistical Area,Georgia,1999,45429,43326,2103,4.6
Rome,GA Metropolitan Statistical Area,Georgia,2000,44476,42788,1688,3.8
Rome,GA Metropolitan Statistical Area,Georgia,2001,45143,43092,2051,4.5
Rome,GA Metropolitan Statistical Area,Georgia,2002,46869,44385,2484,5.3
Rome,GA Metropolitan Statistical Area,Georgia,2003,49271,46818,2453,5.0
Rome,GA Metropolitan Statistical Area,Georgia,2004,49340,46832,2508,5.1
Rome,GA Metropolitan Statistical Area,Georgia,2005,50264,47487,2777,5.5
Rome,GA Metropolitan Statistical Area,Georgia,2006,49339,46954,2385,4.8
Rome,GA Metropolitan Statistical Area,Georgia,2007,49742,47198,2544,5.1
Rome,GA Metropolitan Statistical Area,Georgia,2008,50172,46663,3509,7.0
Rome,GA Metropolitan Statistical Area,Georgia,2009,49588,44106,5482,11.1
Rome,GA Metropolitan Statistical Area,Georgia,2010,45235,39799,5436,12.0
Rome,GA Metropolitan Statistical Area,Georgia,2011,44760,39398,5362,12.0
Rome,GA Metropolitan Statistical Area,Georgia,2012,44642,39833,4809,10.8
Rome,GA Metropolitan Statistical Area,Georgia,2013,43712,39586,4126,9.4
Rome,GA Metropolitan Statistical Area,Georgia,2014,43217,39787,3430,7.9
Rome,GA Metropolitan Statistical Area,Georgia,2015,42497,39611,2886,6.8
Rome,GA Metropolitan Statistical Area,Georgia,2016,43503,40856,2647,6.1
Rome,GA Metropolitan Statistical Area,Georgia,2017,44645,42301,2344,5.3
Rome,GA Metropolitan Statistical Area,Georgia,2018,44554,42629,1925,4.3
Rome,GA Metropolitan Statistical Area,Georgia,2019,44305,42526,1779,4.0
Rome,GA Metropolitan Statistical Area,Georgia,2020,43156,40465,2691,6.2
Rome,GA Metropolitan Statistical Area,Georgia,2021,43311,41687,1624,3.7
Rome,GA Metropolitan Statistical Area,Georgia,2022,44672,43261,1411,3.2
Rome,GA Metropolitan Statistical Area,Georgia,2023,46724,45250,1474,3.2
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1990,749462,713939,35523,4.7
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1991,762749,710732,52017,6.8
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1992,771264,706753,64511,8.4
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1993,772892,708505,64387,8.3
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1994,788388,731736,56652,7.2
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1995,796081,742575,53506,6.7
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1996,803866,754058,49808,6.2
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1997,821908,776657,45251,5.5
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1998,843063,801479,41584,4.9
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,1999,873442,837515,35927,4.1
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2000,908683,870278,38405,4.2
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2001,933673,891547,42126,4.5
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2002,964655,910776,53879,5.6
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2003,983548,926175,57373,5.8
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2004,998084,943228,54856,5.5
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2005,1012166,962885,49281,4.9
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2006,1024465,976557,47908,4.7
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2007,1037556,982867,54689,5.3
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2008,1045806,971329,74477,7.1
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2009,1056568,936949,119619,11.3
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2010,1050721,917728,132993,12.7
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2011,1043648,917983,125665,12.0
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2012,1045670,936119,109551,10.5
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2013,1042777,951272,91505,8.8
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2014,1042551,967399,75152,7.2
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2015,1052963,990886,62077,5.9
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2016,1068516,1011970,56546,5.3
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2017,1073974,1024753,49221,4.6
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2018,1088456,1047237,41219,3.8
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2019,1099291,1059153,40138,3.7
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2020,1093520,996609,96911,8.9
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2021,1105393,1034399,70994,6.4
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2022,1112128,1069706,42422,3.8
Sacramento--Roseville--Arden-Arcade,CA Metropolitan Statistical Area,California,2023,1129187,1080546,48641,4.3
Saginaw,MI Metropolitan Statistical Area,Michigan,1990,97452,89952,7500,7.7
Saginaw,MI Metropolitan Statistical Area,Michigan,1991,96570,88514,8056,8.3
Saginaw,MI Metropolitan Statistical Area,Michigan,1992,97322,89087,8235,8.5
Saginaw,MI Metropolitan Statistical Area,Michigan,1993,97945,90621,7324,7.5
Saginaw,MI Metropolitan Statistical Area,Michigan,1994,99515,92899,6616,6.6
Saginaw,MI Metropolitan Statistical Area,Michigan,1995,99041,93029,6012,6.1
Saginaw,MI Metropolitan Statistical Area,Michigan,1996,99375,94501,4874,4.9
Saginaw,MI Metropolitan Statistical Area,Michigan,1997,100734,96272,4462,4.4
Saginaw,MI Metropolitan Statistical Area,Michigan,1998,100856,96398,4458,4.4
Saginaw,MI Metropolitan Statistical Area,Michigan,1999,101059,96925,4134,4.1
Saginaw,MI Metropolitan Statistical Area,Michigan,2000,100311,96068,4243,4.2
Saginaw,MI Metropolitan Statistical Area,Michigan,2001,100211,94272,5939,5.9
Saginaw,MI Metropolitan Statistical Area,Michigan,2002,97837,90879,6958,7.1
Saginaw,MI Metropolitan Statistical Area,Michigan,2003,99527,90754,8773,8.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2004,98978,90643,8335,8.4
Saginaw,MI Metropolitan Statistical Area,Michigan,2005,98498,90681,7817,7.9
Saginaw,MI Metropolitan Statistical Area,Michigan,2006,98586,90963,7623,7.7
Saginaw,MI Metropolitan Statistical Area,Michigan,2007,96855,89824,7031,7.3
Saginaw,MI Metropolitan Statistical Area,Michigan,2008,94180,86261,7919,8.4
Saginaw,MI Metropolitan Statistical Area,Michigan,2009,93935,82466,11469,12.2
Saginaw,MI Metropolitan Statistical Area,Michigan,2010,89791,79123,10668,11.9
Saginaw,MI Metropolitan Statistical Area,Michigan,2011,89529,80762,8767,9.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2012,89033,80916,8117,9.1
Saginaw,MI Metropolitan Statistical Area,Michigan,2013,89110,81122,7988,9.0
Saginaw,MI Metropolitan Statistical Area,Michigan,2014,89243,82552,6691,7.5
Saginaw,MI Metropolitan Statistical Area,Michigan,2015,88751,83622,5129,5.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2016,88762,83977,4785,5.4
Saginaw,MI Metropolitan Statistical Area,Michigan,2017,87718,83062,4656,5.3
Saginaw,MI Metropolitan Statistical Area,Michigan,2018,87214,83063,4151,4.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2019,87088,82886,4202,4.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2020,84852,76084,8768,10.3
Saginaw,MI Metropolitan Statistical Area,Michigan,2021,81566,75989,5577,6.8
Saginaw,MI Metropolitan Statistical Area,Michigan,2022,83043,78542,4501,5.4
Saginaw,MI Metropolitan Statistical Area,Michigan,2023,84315,79942,4373,5.2
Salem,OR Metropolitan Statistical Area,Oregon,1990,142440,134826,7614,5.3
Salem,OR Metropolitan Statistical Area,Oregon,1991,143827,135581,8246,5.7
Salem,OR Metropolitan Statistical Area,Oregon,1992,148662,138743,9919,6.7
Salem,OR Metropolitan Statistical Area,Oregon,1993,154903,144293,10610,6.8
Salem,OR Metropolitan Statistical Area,Oregon,1994,158255,149968,8287,5.2
Salem,OR Metropolitan Statistical Area,Oregon,1995,159664,152427,7237,4.5
Salem,OR Metropolitan Statistical Area,Oregon,1996,163886,155088,8798,5.4
Salem,OR Metropolitan Statistical Area,Oregon,1997,165835,156665,9170,5.5
Salem,OR Metropolitan Statistical Area,Oregon,1998,170698,160805,9893,5.8
Salem,OR Metropolitan Statistical Area,Oregon,1999,173709,163589,10120,5.8
Salem,OR Metropolitan Statistical Area,Oregon,2000,177919,168223,9696,5.4
Salem,OR Metropolitan Statistical Area,Oregon,2001,177431,166353,11078,6.2
Salem,OR Metropolitan Statistical Area,Oregon,2002,180167,167516,12651,7.0
Salem,OR Metropolitan Statistical Area,Oregon,2003,182842,168851,13991,7.7
Salem,OR Metropolitan Statistical Area,Oregon,2004,183630,169997,13633,7.4
Salem,OR Metropolitan Statistical Area,Oregon,2005,183693,172073,11620,6.3
Salem,OR Metropolitan Statistical Area,Oregon,2006,186512,176141,10371,5.6
Salem,OR Metropolitan Statistical Area,Oregon,2007,189158,179127,10031,5.3
Salem,OR Metropolitan Statistical Area,Oregon,2008,194244,182332,11912,6.1
Salem,OR Metropolitan Statistical Area,Oregon,2009,197515,177037,20478,10.4
Salem,OR Metropolitan Statistical Area,Oregon,2010,192416,171352,21064,10.9
Salem,OR Metropolitan Statistical Area,Oregon,2011,191059,171301,19758,10.3
Salem,OR Metropolitan Statistical Area,Oregon,2012,186844,168625,18219,9.8
Salem,OR Metropolitan Statistical Area,Oregon,2013,183322,167597,15725,8.6
Salem,OR Metropolitan Statistical Area,Oregon,2014,185873,172636,13237,7.1
Salem,OR Metropolitan Statistical Area,Oregon,2015,189322,178372,10950,5.8
Salem,OR Metropolitan Statistical Area,Oregon,2016,195249,185537,9712,5.0
Salem,OR Metropolitan Statistical Area,Oregon,2017,198152,189701,8451,4.3
Salem,OR Metropolitan Statistical Area,Oregon,2018,199089,190758,8331,4.2
Salem,OR Metropolitan Statistical Area,Oregon,2019,201131,193282,7849,3.9
Salem,OR Metropolitan Statistical Area,Oregon,2020,203514,189521,13993,6.9
Salem,OR Metropolitan Statistical Area,Oregon,2021,209023,198515,10508,5.0
Salem,OR Metropolitan Statistical Area,Oregon,2022,211198,202726,8472,4.0
Salem,OR Metropolitan Statistical Area,Oregon,2023,212686,204749,7937,3.7
Salinas,CA Metropolitan Statistical Area,California,1990,172654,156030,16624,9.6
Salinas,CA Metropolitan Statistical Area,California,1991,171758,152131,19627,11.4
Salinas,CA Metropolitan Statistical Area,California,1992,177080,155007,22073,12.5
Salinas,CA Metropolitan Statistical Area,California,1993,176744,153635,23109,13.1
Salinas,CA Metropolitan Statistical Area,California,1994,175018,153154,21864,12.5
Salinas,CA Metropolitan Statistical Area,California,1995,174659,153122,21537,12.3
Salinas,CA Metropolitan Statistical Area,California,1996,177428,157183,20245,11.4
Salinas,CA Metropolitan Statistical Area,California,1997,181854,161859,19995,11.0
Salinas,CA Metropolitan Statistical Area,California,1998,184345,164512,19833,10.8
Salinas,CA Metropolitan Statistical Area,California,1999,187901,169691,18210,9.7
Salinas,CA Metropolitan Statistical Area,California,2000,203030,188232,14798,7.3
Salinas,CA Metropolitan Statistical Area,California,2001,204306,188278,16028,7.8
Salinas,CA Metropolitan Statistical Area,California,2002,207809,189086,18723,9.0
Salinas,CA Metropolitan Statistical Area,California,2003,208766,189880,18886,9.0
Salinas,CA Metropolitan Statistical Area,California,2004,207192,190014,17178,8.3
Salinas,CA Metropolitan Statistical Area,California,2005,206604,191585,15019,7.3
Salinas,CA Metropolitan Statistical Area,California,2006,203396,189335,14061,6.9
Salinas,CA Metropolitan Statistical Area,California,2007,205698,191156,14542,7.1
Salinas,CA Metropolitan Statistical Area,California,2008,212165,194178,17987,8.5
Salinas,CA Metropolitan Statistical Area,California,2009,216502,190569,25933,12.0
Salinas,CA Metropolitan Statistical Area,California,2010,216038,187860,28178,13.0
Salinas,CA Metropolitan Statistical Area,California,2011,216257,188401,27856,12.9
Salinas,CA Metropolitan Statistical Area,California,2012,217399,191832,25567,11.8
Salinas,CA Metropolitan Statistical Area,California,2013,215676,193153,22523,10.4
Salinas,CA Metropolitan Statistical Area,California,2014,217354,197439,19915,9.2
Salinas,CA Metropolitan Statistical Area,California,2015,218274,200452,17822,8.2
Salinas,CA Metropolitan Statistical Area,California,2016,218802,201971,16831,7.7
Salinas,CA Metropolitan Statistical Area,California,2017,219487,203630,15857,7.2
Salinas,CA Metropolitan Statistical Area,California,2018,221894,207720,14174,6.4
Salinas,CA Metropolitan Statistical Area,California,2019,221206,207232,13974,6.3
Salinas,CA Metropolitan Statistical Area,California,2020,214206,190346,23860,11.1
Salinas,CA Metropolitan Statistical Area,California,2021,211753,194236,17517,8.3
Salinas,CA Metropolitan Statistical Area,California,2022,217156,203927,13229,6.1
Salinas,CA Metropolitan Statistical Area,California,2023,217665,202396,15269,7.0
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1990,136864,128803,8061,5.9
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1991,140458,130669,9789,7.0
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1992,145070,134333,10737,7.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1993,147006,136812,10194,6.9
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1994,149451,139433,10018,6.7
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1995,149995,140660,9335,6.2
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1996,152140,142775,9365,6.2
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1997,153005,143958,9047,5.9
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1998,157245,148719,8526,5.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,1999,155467,147425,8042,5.2
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2000,161950,154868,7082,4.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2001,166760,158859,7901,4.7
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2002,170706,162223,8483,5.0
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2003,169886,161414,8472,5.0
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2004,174199,165658,8541,4.9
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2005,181569,172821,8748,4.8
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2006,185076,176967,8109,4.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2007,184491,176640,7851,4.3
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2008,187010,176327,10683,5.7
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2009,184667,167782,16885,9.1
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2010,177450,159659,17791,10.0
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2011,178835,161844,16991,9.5
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2012,179350,163648,15702,8.8
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2013,177966,163172,14794,8.3
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2014,179648,166703,12945,7.2
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2015,182283,170825,11458,6.3
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2016,185087,174655,10432,5.6
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2017,189684,179532,10152,5.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2018,192630,183396,9234,4.8
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2019,195752,187196,8556,4.4
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2020,191026,176315,14711,7.7
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2021,194779,184078,10701,5.5
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2022,197036,188975,8061,4.1
Salisbury,MD-DE Metropolitan Statistical Area,Delaware,2023,201717,194842,6875,3.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,1990,381965,367345,14620,3.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,1991,393540,376375,17165,4.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,1992,408930,390576,18354,4.5
Salt Lake City,UT Metropolitan Statistical Area,Utah,1993,431467,415879,15588,3.6
Salt Lake City,UT Metropolitan Statistical Area,Utah,1994,455270,439976,15294,3.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,1995,468282,454208,14074,3.0
Salt Lake City,UT Metropolitan Statistical Area,Utah,1996,474262,460278,13984,2.9
Salt Lake City,UT Metropolitan Statistical Area,Utah,1997,486052,472316,13736,2.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,1998,496319,480225,16094,3.2
Salt Lake City,UT Metropolitan Statistical Area,Utah,1999,503620,487287,16333,3.2
Salt Lake City,UT Metropolitan Statistical Area,Utah,2000,507000,490953,16047,3.2
Salt Lake City,UT Metropolitan Statistical Area,Utah,2001,513411,491068,22343,4.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,2002,515225,485167,30058,5.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,2003,518251,488837,29414,5.7
Salt Lake City,UT Metropolitan Statistical Area,Utah,2004,524896,498332,26564,5.1
Salt Lake City,UT Metropolitan Statistical Area,Utah,2005,546117,524247,21870,4.0
Salt Lake City,UT Metropolitan Statistical Area,Utah,2006,567300,551360,15940,2.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,2007,585472,570809,14663,2.5
Salt Lake City,UT Metropolitan Statistical Area,Utah,2008,591868,573043,18825,3.2
Salt Lake City,UT Metropolitan Statistical Area,Utah,2009,585327,544137,41190,7.0
Salt Lake City,UT Metropolitan Statistical Area,Utah,2010,573356,528538,44818,7.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,2011,569766,530113,39653,7.0
Salt Lake City,UT Metropolitan Statistical Area,Utah,2012,573942,547092,26850,4.7
Salt Lake City,UT Metropolitan Statistical Area,Utah,2013,589819,565766,24053,4.1
Salt Lake City,UT Metropolitan Statistical Area,Utah,2014,599483,578131,21352,3.6
Salt Lake City,UT Metropolitan Statistical Area,Utah,2015,611870,591362,20508,3.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,2016,630216,610602,19614,3.1
Salt Lake City,UT Metropolitan Statistical Area,Utah,2017,649913,630231,19682,3.0
Salt Lake City,UT Metropolitan Statistical Area,Utah,2018,658663,639917,18746,2.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,2019,672638,656097,16541,2.5
Salt Lake City,UT Metropolitan Statistical Area,Utah,2020,681201,645678,35523,5.2
Salt Lake City,UT Metropolitan Statistical Area,Utah,2021,691474,671864,19610,2.8
Salt Lake City,UT Metropolitan Statistical Area,Utah,2022,712764,695851,16913,2.4
Salt Lake City,UT Metropolitan Statistical Area,Utah,2023,732776,713285,19491,2.7
San Angelo,TX Metropolitan Statistical Area,Texas,1990,47081,44290,2791,5.9
San Angelo,TX Metropolitan Statistical Area,Texas,1991,47891,45500,2391,5.0
San Angelo,TX Metropolitan Statistical Area,Texas,1992,49608,47052,2556,5.2
San Angelo,TX Metropolitan Statistical Area,Texas,1993,50056,47473,2583,5.2
San Angelo,TX Metropolitan Statistical Area,Texas,1994,50591,48244,2347,4.6
San Angelo,TX Metropolitan Statistical Area,Texas,1995,51055,48929,2126,4.2
San Angelo,TX Metropolitan Statistical Area,Texas,1996,51482,49630,1852,3.6
San Angelo,TX Metropolitan Statistical Area,Texas,1997,52693,50820,1873,3.6
San Angelo,TX Metropolitan Statistical Area,Texas,1998,53094,50883,2211,4.2
San Angelo,TX Metropolitan Statistical Area,Texas,1999,51121,48881,2240,4.4
San Angelo,TX Metropolitan Statistical Area,Texas,2000,51765,49723,2042,3.9
San Angelo,TX Metropolitan Statistical Area,Texas,2001,52291,50272,2019,3.9
San Angelo,TX Metropolitan Statistical Area,Texas,2002,53109,50583,2526,4.8
San Angelo,TX Metropolitan Statistical Area,Texas,2003,53737,50987,2750,5.1
San Angelo,TX Metropolitan Statistical Area,Texas,2004,53069,50554,2515,4.7
San Angelo,TX Metropolitan Statistical Area,Texas,2005,53019,50708,2311,4.4
San Angelo,TX Metropolitan Statistical Area,Texas,2006,53141,50915,2226,4.2
San Angelo,TX Metropolitan Statistical Area,Texas,2007,52672,50714,1958,3.7
San Angelo,TX Metropolitan Statistical Area,Texas,2008,52598,50433,2165,4.1
San Angelo,TX Metropolitan Statistical Area,Texas,2009,53865,50487,3378,6.3
San Angelo,TX Metropolitan Statistical Area,Texas,2010,53537,50024,3513,6.6
San Angelo,TX Metropolitan Statistical Area,Texas,2011,54087,50602,3485,6.4
San Angelo,TX Metropolitan Statistical Area,Texas,2012,54512,51630,2882,5.3
San Angelo,TX Metropolitan Statistical Area,Texas,2013,54978,52127,2851,5.2
San Angelo,TX Metropolitan Statistical Area,Texas,2014,55412,53149,2263,4.1
San Angelo,TX Metropolitan Statistical Area,Texas,2015,55367,53083,2284,4.1
San Angelo,TX Metropolitan Statistical Area,Texas,2016,55052,52593,2459,4.5
San Angelo,TX Metropolitan Statistical Area,Texas,2017,54510,52497,2013,3.7
San Angelo,TX Metropolitan Statistical Area,Texas,2018,54995,53253,1742,3.2
San Angelo,TX Metropolitan Statistical Area,Texas,2019,54957,53299,1658,3.0
San Angelo,TX Metropolitan Statistical Area,Texas,2020,54335,50889,3446,6.3
San Angelo,TX Metropolitan Statistical Area,Texas,2021,55611,52914,2697,4.8
San Angelo,TX Metropolitan Statistical Area,Texas,2022,56417,54460,1957,3.5
San Angelo,TX Metropolitan Statistical Area,Texas,2023,57290,55287,2003,3.5
